"날짜","제품명","유형","고객문의","답변내용","담당자"
"2024-02-22","프로 충전기 Ultra","호환성","프로 충전기 Ultra는 닌텐도 스위치 독 모드를 지원하나요?","네, 프로 충전기 Ultra의 C1 또는 C2 포트는 닌텐도 스위치 독 모드가 요구하는 전력(15V/2.6A 이상)을 충분히 공급할 수 있습니다. 정품 어댑터 대신 사용하여 TV 출력 등 독 모드의 모든 기능을 정상적으로 이용할 수 있습니다.","최지우"
"2024-02-22","프로 키보드 Air","기능/사용법","프로 키보드 Air는 어떤 배열인가요? 텐키리스인가요?","프로 키보드 Air는 숫자 키패드와 기능키(F1~F12) 줄까지 모두 제거하여 극도의 미니멀리즘을 추구하는 65% 배열입니다. 컴팩트한 사이즈로 책상 공간을 매우 넓게 사용할 수 있으며, Fn키 조합을 통해 필요한 모든 기능키를 입력할 수 있습니다.","정하은"
"2024-02-21","퀀텀 센서","기능/사용법","퀀텀 센서는 온습도 센서인가요? 측정 주기는 어떻게 되나요?","네, 퀀텀 센서는 고정밀 온습도 센서입니다. 기본적으로 10분마다 온도와 습도를 측정하여 앱으로 전송하며, 급격한 온도/습도 변화가 감지될 경우에는 즉시 데이터를 업데이트하여 신속한 대응이 가능하도록 합니다.","김민준"
"2024-02-21","AI 충전기","AS/교환/환불","AI 충전기로 충전이 안됩니다. 케이블을 바꿔도 안돼요.","불편을 드려 죄송합니다. 다른 케이블과 다른 기기에서도 충전이 되지 않는다면 충전기 자체의 불량일 가능성이 높습니다. 저희 제품은 2년의 보증 기간을 제공하오니, 고객센터로 연락 주시면 확인 후 신속하게 새 제품으로 교환 처리해 드리겠습니다.","이서연"
"2024-02-20","퀀텀 충전기 Lite","기능/사용법","퀀텀 충전기 Lite는 최대 몇 와트(W)까지 출력이 가능한가요?","퀀텀 충전기 Lite는 최대 25W의 USB-PD 고속 충전을 지원합니다. 갤럭시 스마트폰의 '초고속 충전'과 아이폰의 '고속 충전'을 모두 지원하며, 태블릿 PC 등 다양한 스마트 기기를 충전하는 데 적합합니다.","박도윤"
"2024-02-20","기가 플랫폼 Air","호환성","기가 플랫폼 Air는 오프라인 상태에서도 사용할 수 있나요?","아니요, 기가 플랫폼 Air는 클라우드 기반 서비스로, 모든 기능은 인터넷에 연결된 상태에서만 사용 가능합니다. 오프라인 상태에서는 프로젝트를 열거나 편집할 수 없습니다.","최지우"
"2024-02-19","무선 허브 Z","기능/사용법","무선 허브 Z의 SD카드 리더기는 속도가 어느 정도 나오나요?","무선 허브 Z에 내장된 SD/MicroSD 카드 리더는 UHS-I 규격을 지원하며, 최대 읽기/쓰기 속도는 약 104MB/s 입니다. 카메라로 촬영한 고화질 사진이나 영상을 PC로 빠르게 전송할 수 있습니다.","정하은"
"2024-02-19","AI 시스템 Max1","호환성","AI 시스템 Max1은 저희가 사용 중인 세일즈포스(Salesforce)와 연동이 가능한가요?","네, 가능합니다. AI 시스템 Max1은 세일즈포스를 비롯한 주요 CRM 플랫폼과의 연동을 위한 전용 커넥터를 제공합니다. API 연동을 통해 고객 데이터를 동기화하고, 저희 AI 분석 기능을 통해 영업 기회를 예측하는 등 시너지를 창출할 수 있습니다.","김민준"
"2024-02-18","스마트 프로젝터 X","기능/사용법","스마트 프로젝터 X는 밝기가 몇 루멘인가요?","스마트 프로젝터 X는 700 안시루멘(ANSI Lumen)의 밝기를 지원합니다. 암막 커튼 등으로 빛이 어느 정도 차단된 실내 환경에서 선명하고 생생한 화면을 즐기기에 적합한 밝기입니다.","이서연"
"2024-02-18","스마트 카메라 Max2","AS/교환/환불","스마트 카메라 Max2가 갑자기 전원이 켜지지 않습니다.","먼저, 전원 어댑터와 케이블이 제대로 연결되었는지, 다른 콘센트에 꽂아도 동일한지 확인 부탁드립니다. 어댑터 문제가 아니라면, 카메라 본체의 고장일 수 있습니다. 보증 기간(1년) 이내라면 저희 고객센터를 통해 무상 교환 서비스를 받으실 수 있습니다.","박도윤"
"2024-02-17","네오 센서 Go","호환성","네오 센서 Go는 애플 홈킷(HomeKit)을 지원하나요?","아니요, 네오 센서 Go는 블루투스 방식으로 스마트폰 전용 앱이나 저희 네오 허브와 연동되는 제품이며, 애플 홈킷을 직접 지원하지는 않습니다. 홈킷 연동이 필요하시다면 Matter 규격을 지원하는 '울트라 센서' 시리즈를 추천합니다.","최지우"
"2024-02-17","AI 태블릿 Z","기능/사용법","AI 태블릿 Z는 펜이 기본으로 포함되어 있나요?","네, AI 태블릿 Z 패키지에는 4096 레벨의 필압과 틸트 인식을 지원하는 'AI 스타일러스'가 기본으로 포함되어 있습니다. 별도로 구매하실 필요 없이, 제품을 받으신 후 바로 필기와 드로잉을 시작할 수 있습니다.","정하은"
"2024-02-16","프로 키보드 Plus","AS/교환/환불","프로 키보드 Plus의 USB 케이블을 잃어버렸습니다. 어떤 케이블을 사야 하나요?","프로 키보드 Plus는 탈착식 USB-C 타입을 사용하므로, 시중에서 판매되는 대부분의 데이터 전송이 가능한 USB-C to A 케이블과 호환됩니다. 다만, 안정적인 연결을 위해 품질이 검증된 케이블 사용을 권장하며, 저희 공식 스토어에서도 정품 케이블을 구매하실 수 있습니다.","김민준"
"2024-02-16","고성능 프로젝터 SE","기능/사용법","고성능 프로젝터 SE는 오디오 출력 단자가 있나요?","네, 고성능 프로젝터 SE는 뒷면에 3.5mm 아날로그 오디오 출력 단자를 갖추고 있습니다. 이 단자를 통해 외부 스피커나 사운드바에 유선으로 연결하여 더욱 강력한 사운드를 즐길 수 있습니다. 블루투스 오디오 출력도 지원합니다.","이서연"
"2024-02-15","하이퍼 센서 Ultra9","호환성","하이퍼 센서 Ultra9은 홈 어시스턴트(Home Assistant)와 연동이 되나요?","네, 하이퍼 센서 Ultra9은 표준 지그비(Zigbee) 3.0 기기이므로, Zigbee2MQTT나 ZHA(Zigbee Home Automation)를 통해 홈 어시스턴트와 완벽하게 연동됩니다. 센서가 측정하는 8가지 모든 데이터를 엔티티로 가져와 자동화에 활용할 수 있습니다.","박도윤"
"2024-02-15","AI 키보드 Z6","기능/사용법","AI 키보드 Z6는 어떤 키 스위치를 사용했나요?","AI 키보드 Z6는 저희가 자체 개발한 '네오 퀀텀 스위치'를 탑재했습니다. 기계식 스위치의 구분감과 정전용량 무접점 방식의 부드러움을 결합한 스위치로, 조용하면서도 쫀득한 독특한 타건감을 제공합니다.","최지우"
"2024-02-14","퀀텀 로봇청소기 Go","AS/교환/환불","퀀텀 로봇청소기 Go가 충전 스테이션에 있는데도 자꾸 방전됩니다.","스테이션에 정상적으로 도킹되었는데도 충전이 되지 않는다면, 로봇청소기 하단의 충전 단자와 스테이션의 충전 단자 사이에 먼지나 이물질이 끼어 접촉 불량이 발생했을 수 있습니다. 부드러운 마른 천으로 양쪽의 금속 충전 단자를 깨끗하게 닦아주시기 바랍니다.","정하은"
"2024-02-14","기가 워치 Air","AS/교환/환불","기가 워치 Air의 스트랩을 교체하고 싶습니다. 어떻게 하나요?","기가 워치 Air의 스트랩은 퀵 릴리즈 방식을 채택하여, 별도의 도구 없이 손톱으로 핀을 당겨 손쉽게 분리하고 장착할 수 있습니다. 20mm 표준 규격의 시계줄과 호환되므로, 다양한 스타일의 스트랩으로 교체하며 개성을 표현할 수 있습니다.","김민준"
"2024-02-13","AI 태블릿 Lite","호환성","AI 태블릿 Lite는 키보드 케이스를 지원하나요?","네, 별도 판매되는 'AI 키보드 북커버'를 지원합니다. 마그네틱 방식으로 손쉽게 탈부착이 가능하며, 키보드와 터치패드가 탑재되어 있어 태블릿을 노트북처럼 편리하게 사용할 수 있습니다.","이서연"
"2024-02-13","무선 키보드 Ultra1","기능/사용법","무선 키보드 Ultra1은 어떤 배열인가요?","무선 키보드 Ultra1은 우측의 숫자 키패드만 제거된 텐키리스(Tenkeyless) 배열입니다. 풀사이즈 키보드의 타이핑 경험을 유지하면서도, 마우스를 움직일 수 있는 공간을 더 넓게 확보할 수 있어 게이밍이나 일반 사무 환경 모두에 적합합니다.","박도윤"
"2024-02-12","기가 메모리 SE","AS/교환/환불","기가 메모리 SE를 구매했는데, 제 PC와 호환이 안됩니다. 환불 가능한가요?","네, 고객님. 제품 수령 후 7일 이내, 제품 및 포장이 훼손되지 않은 상태라면 반품 및 환불이 가능합니다. 저희 온라인 스토어의 '마이페이지 > 주문/배송 조회'에서 환불 신청을 접수해 주시면 절차에 따라 처리해 드리겠습니다.","최지우"
"2024-02-12","하이퍼 로봇청소기 Z10","기능/사용법","하이퍼 로봇청소기 Z10은 매핑 기능이 있나요?","네, 하이퍼 로봇청소기 Z10은 상단의 LDS(레이저 거리 측정) 센서를 이용해 집안 구조를 360도로 정밀하게 스캔하여 지도를 생성합니다. 생성된 지도를 기반으로 최적의 경로를 계획하고, 빠짐없이 꼼꼼하게 청소를 수행합니다.","정하은"
"2024-02-11","퓨처 로봇청소기 Pro","AS/교환/환불","퓨처 로봇청소기 Pro의 사이드 브러시가 돌지 않습니다.","사이드 브러시가 회전하지 않는다면, 먼저 브러시를 분리하여 축에 머리카락이나 이물질이 감겨 있는지 확인하고 제거해 주십시오. 이물질을 제거해도 브러시가 돌지 않는다면, 사이드 브러시 모터 자체의 고장일 수 있으므로 서비스센터에서 점검이 필요합니다.","김민준"
"2024-02-11","하이퍼 메모리 Plus","호환성","하이퍼 메모리 Plus는 DDR4인가요, DDR5인가요?","하이퍼 메모리 Plus는 DDR5 규격의 고성능 오버클러킹 메모리입니다. 최신 인텔 및 AMD 플랫폼에서 최고의 성능을 발휘하도록 설계되었습니다. DDR4 메인보드와는 호환되지 않습니다.","이서연"
"2024-02-10","무선 충전기 SE","기능/사용법","무선 충전기 SE는 고속 무선 충전을 지원하나요?","네, 무선 충전기 SE는 아이폰의 경우 7.5W, 삼성 갤럭시 등 안드로이드폰의 경우 최대 10W의 고속 무선 충전을 지원합니다. 고속 무선 충전을 위해서는 퀄컴 퀵차지 2.0/3.0 또는 PD 충전을 지원하는 전원 어댑터에 연결해야 합니다.","박도윤"
"2024-02-10","고성능 공기청정기 Air10","AS/교환/환불","고성능 공기청정기 Air10의 전원이 안켜집니다.","전원이 켜지지 않을 경우, 먼저 전원 코드가 제품과 콘센트에 단단히 꽂혀 있는지 확인해 주십시오. 그 다음, 필터 커버가 완전히 닫혀 있는지 확인이 필요합니다. 필터 커버가 조금이라도 열려 있으면 안전을 위해 전원이 켜지지 않도록 설계되었습니다.","최지우"
"2024-02-09","고성능 공기청정기 Air5","기능/사용법","고성능 공기청정기 Air5는 바퀴가 있나요?","네, 고성능 공기청정기 Air5는 사용자가 쉽게 이동시킬 수 있도록 제품 하단에 360도 회전하는 히든 무빙 휠(바퀴)을 장착하였습니다. 손쉽게 거실에서 방으로, 방에서 거실로 옮길 수 있습니다.","정하은"
"2024-02-09","하이퍼 노트북 Max2","AS/교환/환불","하이퍼 노트북 Max2를 구매했는데, 화면에 불량화소가 있습니다. OLED도 교환 정책이 있나요?","네, OLED 패널에도 동일한 무결점 보증 정책이 적용됩니다. 제품 수령 후 30일 이내에 휘점(항상 켜져 있는 점) 1개 이상 또는 흑점(꺼진 점) 3개 이상 발견 시 새 제품으로 교환해 드립니다.","김민준"
"2024-02-08","네오 프로세서 Max10","호환성","네오 프로세서 Max10을 사용하려면 파워 서플라이는 몇 W 정도 써야 하나요?","네오 프로세서 Max10은 소비 전력이 매우 높은 최상위급 CPU입니다. 함께 사용하시는 그래픽카드 종류에 따라 다르지만, 안정적인 시스템 운영을 위해 정격 850W 이상의 고품질 파워 서플라이 사용을 권장하며, RTX 4080 이상급의 그래픽카드와 함께라면 1000W 이상을 추천합니다.","이서연"
"2024-02-08","기가 글래스 Max6","기능/사용법","기가 글래스 Max6는 컨트롤러가 따로 있나요? 어떻게 조작하나요?","기가 글래스 Max6는 별도의 컨트롤러 없이, 스마트폰을 컨트롤러처럼 사용하여 조작합니다. 전용 앱을 설치하면 스마트폰 화면이 터치패드가 되어, 포인터를 움직이고 클릭하는 등 모든 조작을 할 수 있습니다.","박도윤"
"2024-02-07","하이퍼 공기청정기 Air","AS/교환/환불","하이퍼 공기청정기 Air에서 '지지직' 하는 소리가 납니다.","공기청정기 내부의 먼지 제거를 위한 이오나이저(음이온 발생 장치)에서 발생하는 미세한 방전 소리일 수 있습니다. 이는 정상적인 작동음입니다. 다만, 소리가 매우 크거나 불규칙하게 발생한다면 점검을 받아보시는 것이 좋습니다.","최지우"
"2024-02-07","무선 워치 Z3","호환성","무선 워치 Z3는 삼성페이를 지원하나요?","아니요, 무선 워치 Z3는 구글의 Wear OS를 기반으로 하므로, NFC 결제 시 '구글 월렛(Google Wallet)'을 사용합니다. 삼성페이는 지원하지 않습니다.","정하은"
"2024-02-06","에코 노트북","기능/사용법","에코 노트북은 윈도우 11이 기본으로 설치되어 있나요?","네, 에코 노트북은 윈도우 11 Home 버전이 기본으로 설치되어 출고됩니다. 제품을 받으신 후 초기 설정만 진행하시면 바로 사용하실 수 있습니다. MS 오피스 등 다른 소프트웨어는 별도로 설치하셔야 합니다.","김민준"
"2024-02-06","퀀텀 드론 Air","기능/사용법","퀀텀 드론 Air는 비행 전에 캘리브레이션을 꼭 해야 하나요?","퀀텀 드론 Air는 이륙 시 자동으로 IMU(관성 측정 장치)를 점검합니다. 다만, 드론을 다른 지역으로 멀리 이동시켰거나, 주변에 큰 금속 구조물이 있는 곳에서 비행할 경우, 또는 앱에서 '나침반 오류' 경고가 뜰 때는 안전을 위해 반드시 '나침반 캘리브레이션'을 수행한 후 비행하셔야 합니다.","이서연"
"2024-02-05","AI 글래스 Max","AS/교환/환불","AI 글래스 Max를 떨어뜨려 다리 부분이 부러졌습니다. 수리가 가능한가요?","안경다리(템플) 파손의 경우, 저희 AS 센터를 통해 유상으로 수리가 가능합니다. 고객센터로 접수해 주시면 제품을 수거하여 수리 비용과 기간을 안내해 드리겠습니다. 보증기간(1년) 이내라도 사용자 과실에 의한 파손은 유상 처리되는 점 양해 부탁드립니다.","박도윤"
"2024-02-05","네오 시스템 X7","AS/교환/환불","네오 시스템 X7이 자꾸 저절로 재부팅됩니다.","자동 재부팅 현상은 파워 서플라이 불안정, 메모리 오류, CPU 과열 등 다양한 원인으로 발생할 수 있습니다. 먼저, 본체 내부의 먼지를 청소하여 쿨링 성능을 확보해 보시고, 윈도우 메모리 진단 도구를 실행해 보시는 것을 권장합니다. 문제가 지속되면 저희 서비스센터에서 하드웨어 전체 점검을 받아보시는 것이 좋습니다.","최지우"
"2024-02-04","고성능 플랫폼 Go","기능/사용법","고성능 플랫폼 Go는 메모리 슬롯이 몇 개인가요? 최대 몇 기가까지 확장 가능한가요?","고성능 플랫폼 Go는 2개의 노트북용 메모리(SO-DIMM) 슬롯을 갖추고 있으며, DDR5 메모리를 최대 64GB (32GB x 2)까지 확장할 수 있습니다.","정하은"
"2024-02-04","울트라 센서","호환성","울트라 센서는 허브 없이 단독으로 사용이 가능한가요?","아니요, 울트라 센서는 저전력 지그비(Zigbee) 통신 방식을 사용하므로, 센서의 데이터를 수신하고 인터넷과 연결해 줄 '울트라 허브' 또는 호환 가능한 다른 지그비 허브가 반드시 필요합니다. 허브가 없으면 센서가 작동하더라도 스마트폰 앱에서 데이터를 확인할 수 없습니다.","김민준"
"2024-02-03","에코 마우스 Plus7","기능/사용법","에코 마우스 Plus7은 어떤 재질로 만들어졌나요?","에코 마우스 Plus7은 제품 상단 케이스 제작 시, 해양에 버려진 폐어망을 재활용한 플라스틱을 20% 이상 사용하여 환경 보호에 기여하고 있습니다. 내구성은 일반 플라스틱과 동등한 수준을 확보했으니 안심하고 사용하셔도 좋습니다.","이서연"
"2024-02-03","울트라 모니터 Lite2","기능/사용법","울트라 모니터 Lite2의 응답 속도는 어떻게 되나요?","울트라 모니터 Lite2는 5ms(GTG)의 응답 속도를 지원합니다. OSD 메뉴에서 '오버드라이브' 설정을 '가장 빠르게'로 설정하면, 응답 속도를 최대 1ms(MPRT)까지 향상시켜 게임 등 빠른 화면 전환 시 잔상을 최소화할 수 있습니다.","박도윤"
"2024-02-02","울트라 드론","AS/교환/환불","울트라 드론으로 촬영한 영상이 자꾸 꿀렁거립니다. (젤로 현상)","젤로 현상은 프로펠러의 미세한 진동이 카메라에 전달되어 발생하는 문제입니다. 먼저 프로펠러에 찍힘이나 손상이 없는지 확인하고, 손상되었다면 즉시 교체해 주십시오. 또한, 짐벌을 보호하는 짐벌 댐퍼(고무 부품)가 제대로 장착되어 있는지, 경화되지는 않았는지 확인이 필요합니다. 문제가 지속되면 센터에서 점검을 받아보시는 것이 좋습니다.","최지우"
"2024-02-02","무선 스피커","호환성","무선 스피커 2대를 연결해서 스테레오로 사용할 수 있나요?","네, 저희 '무선 스피커' 모델은 TWS(True Wireless Stereo) 기능을 지원합니다. 2대의 스피커를 무선으로 연결하면 각각 왼쪽과 오른쪽 채널을 담당하는 완벽한 스테레오 스피커로 작동하여, 훨씬 더 풍부하고 입체적인 사운드를 즐길 수 있습니다.","정하은"
"2024-02-01","AI 키보드 Z5","기능/사용법","AI 키보드 Z5는 방수 기능이 있나요?","아니요, AI 키보드 Z5는 생활 방수 기능을 지원하지 않습니다. 키보드 위로 물이나 음료를 쏟을 경우, 내부 회로가 손상되어 심각한 고장을 일으킬 수 있으니 사용 시 주의가 필요합니다.","김민준"
"2024-02-01","울트라 드론 Z","호환성","울트라 드론 Z는 서드파티 앱을 지원하나요? Litchi 같은 앱을 사용할 수 있나요?","아니요, 울트라 드론 Z는 저희가 제공하는 공식 '울트라 플라이' 앱만 사용 가능하도록 설계되었습니다. 보안 및 안정성을 위해 현재 서드파티 앱은 지원하지 않습니다.","이서연"
"2024-01-31","고성능 드론 Plus2","AS/교환/환불","고성능 드론 Plus2의 드론 케어 서비스에 가입했는데, 드론을 분실했습니다. 어떻게 해야 하나요?","드론 분실 시에도 드론 케어 서비스를 통해 보상을 받으실 수 있습니다. 다만, 분실의 경우, 새 제품 교환을 위해 표준 자기부담금 외에 추가적인 분실 자기부담금이 발생합니다. 저희 고객센터로 연락하여 분실 신고를 접수해 주시면 절차를 안내해 드리겠습니다.","박도윤"
"2024-01-31","AI 마우스 Plus9","기능/사용법","AI 마우스 Plus9의 AI 기능은 무엇인가요? 마우스에 AI가 왜 필요한가요?","AI 마우스 Plus9의 AI 기능은 사용자의 앱 사용 패턴을 학습하여, 특정 프로그램을 실행할 때 측면 버튼의 기능을 자동으로 전환해주는 것입니다. 예를 들어, 포토샵을 열면 버튼이 '브러시 크기 조절'로, 엑셀을 열면 '가로 스크롤'로 자동으로 바뀌어 작업 효율을 높여줍니다. 전용 소프트웨어에서 앱별로 기능을 지정할 수 있습니다.","최지우"
"2024-01-30","에코 모니터 Pro4","AS/교환/환불","에코 모니터 Pro4가 전원이 안 켜져요. 어댑터 문제일까요?","전원이 들어오지 않을 경우, 먼저 모니터 뒷면의 전원 스위치가 켜져 있는지, 그리고 전원 어댑터가 콘센트와 모니터에 제대로 연결되었는지 확인해 주십시오. 다른 콘센트에 꽂아보시고, 그래도 켜지지 않는다면 어댑터 또는 모니터 자체의 문제일 수 있으니 점검이 필요합니다.","정하은"
"2024-01-30","AI 로봇청소기 Max10","기능/사용법","AI 로봇청소기 Max10은 음성으로 제어할 수 있나요?","네, 가능합니다. 구글 어시스턴트 및 아마존 알렉사와 연동을 지원합니다. '헤이 구글, 로봇청소기로 거실 청소해 줘' 또는 '알렉사, 로봇청소기 물걸레 청소 시작해' 와 같이 구체적인 음성 명령으로 간편하게 제어할 수 있습니다.","김민준"
"2024-01-29","하이퍼 센서 SE2","AS/교환/환불","하이퍼 센서 SE2의 배터리를 교체했는데도 앱에서 배터리가 없다고 나옵니다.","배터리를 교체한 직후에는 앱에 정보가 바로 반영되지 않을 수 있습니다. 센서의 버튼을 한 번 눌러 강제로 데이터를 전송하거나, 약 10~20분 정도 기다려주시면 정상적으로 배터리 상태가 업데이트됩니다. 그래도 문제가 지속되면 센서 초기 불량일 수 있으니 고객센터로 연락 바랍니다.","이서연"
"2024-01-29","무선 모니터 Lite","기능/사용법","무선 모니터 Lite의 배터리 사용 시간은 얼마나 되나요?","무선 모니터 Lite는 내장 배터리를 통해, 50% 밝기 기준으로 최대 4시간 동안 전원 연결 없이 사용할 수 있습니다. USB-C 포트를 통해 보조배터리를 연결하여 사용 시간을 연장할 수도 있습니다.","박도윤"
"2024-01-28","에코 프로젝터 SE","호환성","에코 프로젝터 SE는 블루투스 스피커 연결이 되나요?","네, 가능합니다. 에코 프로젝터 SE는 블루투스 5.0 송신 기능을 지원하여, 외부 블루투스 스피커나 사운드바, 이어폰 등에 무선으로 음성을 출력할 수 있습니다. 설정 메뉴의 '리모컨 및 액세서리'에서 블루투스 기기를 페어링하시면 됩니다.","최지우"
"2024-01-28","하이퍼 충전기 Lite","기능/사용법","하이퍼 충전기 Lite는 최대 몇 와트(W)까지 출력이 가능한가요?","하이퍼 충전기 Lite는 작고 가벼운 휴대성에 초점을 맞춘 모델로, 최대 30W의 USB-PD 고속 충전을 지원합니다. 스마트폰, 태블릿은 물론 맥북 에어와 같은 저전력 노트북까지 충전이 가능합니다.","정하은"
"2024-01-27","퓨처 모니터 Air","기능/사용법","퓨처 모니터 Air는 터치 스크린인가요?","네, 맞습니다. 퓨처 모니터 Air는 10포인트 멀티 터치를 지원하는 터치스크린입니다. 윈도우 PC나 안드로이드 스마트폰과 USB-C 케이블로 연결 시, 손가락으로 화면을 직접 터치하여 조작할 수 있습니다. (Mac OS는 터치를 지원하지 않습니다.)","김민준"
"2024-01-27","에코 이어폰 Pro3","AS/교환/환불","에코 이어폰 Pro3를 샀는데, 구성품에 충전기가 없네요. 원래 없는 건가요?","네, 고객님. 최근 환경 보호 정책에 따라, 대부분의 스마트 기기에서 충전 어댑터는 기본 구성품에서 제외되고 있습니다. 저희 에코 이어폰 Pro3도 충전을 위한 USB-C 케이블만 제공되며, 충전기는 기존에 사용하시던 스마트폰 충전기나 별도 구매 제품을 이용하셔야 합니다.","이서연"
"2024-01-26","에코 가습기 Go","기능/사용법","에코 가습기 Go는 최대 몇 시간 동안 사용할 수 있나요?","에코 가습기 Go는 1리터 용량의 수조를 가지고 있으며, 최대 분무량으로 작동 시 약 10시간, 최소 분무량으로 작동 시 약 20시간 동안 연속으로 사용할 수 있습니다.","박도윤"
"2024-01-26","네오 드론 Air","기능/사용법","네오 드론 Air는 자동 이착륙 기능이 있나요?","네, 있습니다. 전용 앱의 화면에 있는 이륙/착륙 아이콘을 누르면, 드론이 자동으로 이륙하여 약 1.2m 높이에서 안정적으로 호버링하거나, 현재 위치에 수직으로 부드럽게 착륙합니다. 초보자도 매우 쉽고 안전하게 비행을 시작하고 마칠 수 있습니다.","최지우"
"2024-01-25","스마트 태블릿 Z6","AS/교환/환불","스마트 태블릿 Z6의 충전 단자가 고장나서 충전이 안됩니다. 수리가 가능한가요?","네, 충전 단자(USB-C 포트) 손상은 저희 서비스센터를 통해 수리가 가능합니다. 해당 부품을 교체하는 작업이 필요하며, 보증 기간(1년) 이내라도 사용 중 마모나 파손으로 인한 고장은 유상으로 처리될 수 있습니다. 센터에서 정확한 비용을 안내받으실 수 있습니다.","정하은"
"2024-01-25","울트라 태블릿 SE","기능/사용법","울트라 태블릿 SE는 화면 분할 기능을 지원하나요?","네, 지원합니다. 화면을 2개 또는 3개로 분할하여 여러 앱을 동시에 사용하는 멀티태스킹이 가능합니다. 예를 들어, 한쪽에는 유튜브 영상을 띄워놓고 다른 한쪽에는 S펜으로 노트를 필기하는 등 다양하게 활용할 수 있습니다.","김민준"
"2024-01-24","에코 메모리 Pro1","호환성","에코 메모리 Pro1은 DDR4인가요? 제 라이젠 3600 PC에 호환될까요?","네, 에코 메모리 Pro1은 DDR4 메모리가 맞습니다. 라이젠 3600 CPU와 해당 CPU를 지원하는 메인보드(B450, X570 등)와 완벽하게 호환됩니다. 바이오스에서 XMP(또는 D.O.C.P) 설정을 통해 3200MHz 오버클럭 성능을 사용하실 수 있습니다.","이서연"
"2024-01-24","퀀텀 드론 Ultra1","AS/교환/환불","퀀텀 드론 Ultra1이 나무에 부딪혀 추락했습니다. 드론 케어 서비스에 가입했는데, 어떻게 처리되나요?","드론 케어 서비스에 가입하셨다면, 사용자 과실로 인한 파손에 대해 소정의 자기부담금만으로 새 제품에 준하는 리퍼비시 제품으로 교환받으실 수 있습니다. 저희 고객센터로 연락하여 케어 서비스 접수를 해주시면, 파손된 기체를 수거하고 교체품을 보내드리는 절차를 진행하겠습니다.","박도윤"
"2024-01-23","퀀텀 충전기 Plus","기능/사용법","퀀텀 충전기 Plus는 2포트 동시 충전 시 출력이 어떻게 되나요?","퀀텀 충전기 Plus는 총 45W 출력을 제공합니다. 상단 C포트와 하단 C포트를 동시에 사용할 경우, 각각 25W와 20W로 출력이 지능적으로 배분됩니다. 이를 통해 갤럭시 스마트폰과 아이폰을 동시에 고속으로 충전할 수 있습니다.","최지우"
"2024-01-23","기가 플랫폼 Plus","기능/사용법","기가 플랫폼 Plus는 API를 제공하나요?","네, 기가 플랫폼 Plus는 외부 시스템과의 유연한 연동을 위해 RESTful API를 제공합니다. API 문서를 통해 제공되는 기능을 확인하고, 귀사의 다른 시스템(ERP, CRM 등)과 데이터를 안전하게 연동하여 업무 프로세스를 자동화할 수 있습니다.","정하은"
"2024-01-22","프로 플랫폼 Z4","AS/교환/환불","프로 플랫폼 Z4를 설치했는데, 라이선스 인증이 실패했다고 뜹니다.","라이선스 인증 실패는 방화벽이나 백신 프로그램이 저희 인증 서버와의 통신을 차단할 때 주로 발생합니다. 잠시 방화벽/백신을 비활성화한 후 다시 인증을 시도해 보시기 바랍니다. 그래도 문제가 지속되면 저희 기술 지원팀에 연락하여 라이선스 키 상태를 확인받으시는 것이 좋습니다.","김민준"
"2024-01-22","스마트 이어폰 Pro3","AS/교환/환불","스마트 이어폰 Pro3를 잃어버렸습니다. 찾을 수 있는 기능이 있나요?","네, 저희 '스마트 오디오' 앱의 '내 이어폰 찾기' 기능을 사용해 볼 수 있습니다. 이어폰이 블루투스 연결 범위 내에 있다면, 앱에서 신호음을 울리게 하여 소리를 듣고 찾을 수 있습니다. 연결이 끊긴 경우, 마지막으로 연결이 끊겼던 위치를 지도에 표시해줍니다.","이서연"
"2024-01-21","퀀텀 솔루션 SE8","기능/사용법","퀀텀 솔루션 SE8은 몇 대의 PC에 설치할 수 있나요?","퀀텀 솔루션 SE8의 개인용 라이선스는 기본적으로 사용자 1인당 2대의 PC(예: 데스크톱 1대, 노트북 1대)에 설치하여 사용하는 것을 허용하고 있습니다. 다만, 2대의 PC에서 동시에 실행하는 것은 허용되지 않습니다.","박도윤"
"2024-01-21","퓨처 로봇청소기 Air5","AS/교환/환불","퓨처 로봇청소기 Air5의 먼지통이 잘 안 빠집니다.","먼지통을 분리할 때는 먼지통 위쪽의 분리 버튼을 '딸깍' 소리가 날 때까지 확실하게 누른 상태에서 당겨주셔야 합니다. 버튼을 제대로 누르지 않으면 내부의 잠금 장치가 풀리지 않아 빠지지 않습니다.","최지우"
"2024-01-20","스마트 마우스 X","기능/사용법","스마트 마우스 X는 블루투스 마우스인가요, 리시버가 필요한가요?","스마트 마우스 X는 블루투스 5.0과 2.4GHz 무선(USB 리시버) 두 가지 연결 방식을 모두 지원하는 듀얼 모드 마우스입니다. 마우스 하단의 전환 버튼을 통해 블루투스 또는 2.4GHz 리시버 모드를 선택하여 사용할 수 있습니다.","정하은"
"2024-01-20","무선 로봇청소기 Pro8","기능/사용법","무선 로봇청소기 Pro8은 문턱을 몇 cm까지 넘을 수 있나요?","무선 로봇청소기 Pro8은 강력한 구동 바퀴를 장착하여, 최대 2cm 높이의 문턱이나 카펫 턱까지 무리 없이 넘어갈 수 있도록 설계되었습니다. 대부분의 실내 환경에서 걸림 없이 청소를 수행합니다.","김민준"
